ID,Title,Definition
2045755041,Pneumonia in rheumatic fever without mention of heart involvement,"Pneumonia is an inflammatory condition of the lung—affecting primarily the microscopic air sacs known as alveoli, in an inflammatory disease that occurs following a Streptococcus pyogenes infection, such as streptococcal pharyngitis or scarlet fever. This diagnosis is without mention of heart involvement."
1097470385,"Rheumatic arthritis, acute or subacute",No definition available
535094176,Acute rheumatic fever with heart involvement,"A disease of the cardiovascular system, caused as a result of rheumatic fever. Rheumatic heart disease is characterised by repeated inflammation with fibrinous repair. This disease may present with cardinal anatomic changes of the valve including leaflet thickening, commissural fusion, and shortening and thickening of the tendinous cords. Inflammation and valve scarring may also occur. Confirmation is by a thoracic radiography or echocardiography."
869759708,Acute rheumatic pericarditis,"A disease of the pericardium, caused by acute rheumatic fever. This disease is characterised by fever, dry cough, rapid heart rate, fatigue, or low blood pressure. Confirmation is by echocardiography, or thoracic radiography."
1453111118,Acute rheumatic endocarditis,"A disease of the endocardium, caused as a result of acute rheumatic fever. This disease is characterised by a high fever, chills, shortness of breath, rapid or irregular heartbeat, coughing up of blood, abdominal pain or septicaemia. This disease commonly presents with valvular involvement. Confirmation is by echocardiography."
1165542120,Active or acute endocarditis of mitral valve,No definition available
282250295,Active or acute rheumatic mitral stenosis,No definition available
421167374,Active or acute rheumatic mitral insufficiency,No definition available
1161464330,Active or acute rheumatic endocarditis of aortic valve,No definition available
490925986,Active or acute rheumatic pulmonary endocarditis,No definition available
1016435756,Active or acute tricuspid endocarditis,No definition available
1384553803,Rheumatic aortitis,No definition available
573695921,Acute rheumatic myocarditis,"Acute rheumatic myocarditis is cardiac inflammation associated with acute rheumatic fever triggered by an autoimmune reaction to group A streptococci infection resulting in pancarditis involving inflammation of the myocardium, endocardium, and epicardium, usually with left-sided valvar involvement."
1319454762,Acute rheumatic carditis,No definition available
269178969,Acute rheumatic pancarditis,No definition available
287658473,Acute rheumatic cardiac hypertrophy,No definition available
238897859,Acute rheumatic coronary arteritis,No definition available
1778464547,Erythema marginatum rheumaticum,A cutaneous exanthem occurring in up to 10% of cases of rheumatic fever. The rash appears as widespread pink or red macules or papules that expand centrifugally with central clearing to form annular or polycyclic erythematous plaques. The exanthem may persist intermittently for weeks to months.
1799992159,Rheumatic chorea,No definition available
844159716,Rheumatic chorea with heart involvement,No definition available
1296232739,Cardiac hypertrophy with active or acute rheumatic chorea,No definition available
127659738,Endocarditis with acute or subacute rheumatic chorea,No definition available
1774890847,Aortic valve endocarditis and mitral disease with active or acute chorea,No definition available
475359682,Mitral stenosis with rheumatic or Sydenham active or acute chorea,No definition available
1584626914,"Myocardial insufficiency with rheumatic fever and active, acute or subacute chorea",No definition available
565028719,Rheumatic fever myocarditis with active chorea,No definition available
1503433128,Rheumatic chorea without heart involvement,No definition available
828849881,Rheumatic fever with central nervous system involvement,No definition available
1295812812,Sydenham chorea,"Sydenham chorea is a movement disorder that occurs with rheumatic fever. It is characterised by rapid, uncoordinated jerking movements affecting primarily the face, feet and hands. Sydenham's chorea (SC) results from childhood infection with Group A beta-haemolytic Streptococci."
107294155,Scarlet fever,"A disease caused by an infection with the gram-positive bacteria Streptococcus pyogenes. This disease is characterised by a sore throat, fever, and a red rash. Transmission is commonly by inhalation of infected respiratory secretions, direct skin contact, or indirect contact."
1512229243,Otitis media in scarlet fever,No definition available
1642172022,Streptococcal pharyngitis,"A disease of the pharynx, caused by an infection with the gram-positive bacteria Streptococcus pyogenes. This disease is characterised by fever, sore throat, tonsillar exudates, or large cervical lymph nodes. Transmission is commonly by inhalation of infected respiratory secretions, or indirect contact. Confirmation is by identification of Streptococcus pyogenes from a throat swab."
793848899,Acute streptococcal pharyngitis,No definition available
114886962,Toxic shock syndrome,No definition available
197163558,Streptococcal toxic shock syndrome,No definition available
788554020,Staphylococcal toxic shock syndrome,No definition available
2098808565,Streptococcal tonsillitis,"A disease of the tonsils, caused by an infection with the gram-positive bacteria Streptococcus pyogenes (Streptococcus group A). This disease is characterised by a sore throat, fever, tonsillar exudates, or cervical adenopathy. This disease may also present with odynophagia, dysphagia, otalgia, dry tongue, erythematous, enlarged tonsils, or yellowish white spots on the tonsils. Transmission is commonly by inhalation of infected respiratory secretions or indirect contact. Confirmation is by identification of Streptococcus group A from a throat swab."
